STATE,COUNTY,STNAME,CTYNAME,year,population,fips
37,111,North Carolina,McDowell County,2000,42265,37111
37,113,North Carolina,Macon County,2000,29959,37113
37,115,North Carolina,Madison County,2000,19668,37115
37,117,North Carolina,Martin County,2000,25506,37117
37,119,North Carolina,Mecklenburg County,2000,700458,37119
37,121,North Carolina,Mitchell County,2000,15725,37121
37,123,North Carolina,Montgomery County,2000,26892,37123
37,125,North Carolina,Moore County,2000,75177,37125
37,127,North Carolina,Nash County,2000,87696,37127
37,129,North Carolina,New Hanover County,2000,160887,37129
37,131,North Carolina,Northampton County,2000,22041,37131
37,133,North Carolina,Onslow County,2000,150678,37133
37,135,North Carolina,Orange County,2000,116141,37135
37,137,North Carolina,Pamlico County,2000,12913,37137
37,139,North Carolina,Pasquotank County,2000,34874,37139
37,141,North Carolina,Pender County,2000,41212,37141
37,143,North Carolina,Perquimans County,2000,11413,37143
37,145,North Carolina,Person County,2000,35759,37145
37,147,North Carolina,Pitt County,2000,134298,37147
37,149,North Carolina,Polk County,2000,18403,37149
37,151,North Carolina,Randolph County,2000,130995,37151
37,153,North Carolina,Richmond County,2000,46611,37153
37,155,North Carolina,Robeson County,2000,123334,37155
37,157,North Carolina,Rockingham County,2000,92090,37157
37,159,North Carolina,Rowan County,2000,130610,37159
37,161,North Carolina,Rutherford County,2000,63064,37161
37,163,North Carolina,Sampson County,2000,60242,37163
37,165,North Carolina,Scotland County,2000,35944,37165
37,167,North Carolina,Stanly County,2000,58246,37167
37,169,North Carolina,Stokes County,2000,44779,37169
37,171,North Carolina,Surry County,2000,71308,37171
37,173,North Carolina,Swain County,2000,13041,37173
37,175,North Carolina,Transylvania County,2000,29416,37175
37,177,North Carolina,Tyrrell County,2000,4126,37177
37,179,North Carolina,Union County,2000,125573,37179
37,181,North Carolina,Vance County,2000,43159,37181
37,183,North Carolina,Wake County,2000,633267,37183
37,185,North Carolina,Warren County,2000,19913,37185
37,187,North Carolina,Washington County,2000,13695,37187
37,189,North Carolina,Watauga County,2000,42905,37189
37,191,North Carolina,Wayne County,2000,113648,37191
37,193,North Carolina,Wilkes County,2000,65839,37193
37,195,North Carolina,Wilson County,2000,73971,37195
37,197,North Carolina,Yadkin County,2000,36516,37197
37,199,North Carolina,Yancey County,2000,17768,37199
41,1,Oregon,Baker County,2000,16714,41001
41,3,Oregon,Benton County,2000,78236,41003
41,5,Oregon,Clackamas County,2000,339223,41005
41,7,Oregon,Clatsop County,2000,35560,41007
41,9,Oregon,Columbia County,2000,43634,41009
41,11,Oregon,Coos County,2000,62662,41011
41,13,Oregon,Crook County,2000,19262,41013
41,15,Oregon,Curry County,2000,21133,41015
41,17,Oregon,Deschutes County,2000,116566,41017
41,19,Oregon,Douglas County,2000,100485,41019
41,21,Oregon,Gilliam County,2000,1908,41021
41,23,Oregon,Grant County,2000,7906,41023
41,25,Oregon,Harney County,2000,7661,41025
41,27,Oregon,Hood River County,2000,20461,41027
41,29,Oregon,Jackson County,2000,181775,41029
41,31,Oregon,Jefferson County,2000,19113,41031
41,33,Oregon,Josephine County,2000,75851,41033
41,35,Oregon,Klamath County,2000,63885,41035
41,37,Oregon,Lake County,2000,7428,41037
41,39,Oregon,Lane County,2000,323492,41039
41,41,Oregon,Lincoln County,2000,44317,41041
41,43,Oregon,Linn County,2000,103020,41043
41,45,Oregon,Malheur County,2000,31540,41045
41,47,Oregon,Marion County,2000,285411,41047
41,49,Oregon,Morrow County,2000,10995,41049
41,51,Oregon,Multnomah County,2000,661654,41051
41,53,Oregon,Polk County,2000,62596,41053
41,55,Oregon,Sherman County,2000,1921,41055
41,57,Oregon,Tillamook County,2000,24253,41057
41,59,Oregon,Umatilla County,2000,70728,41059
41,61,Oregon,Union County,2000,24537,41061
41,63,Oregon,Wallowa County,2000,7220,41063
41,65,Oregon,Wasco County,2000,23837,41065
41,67,Oregon,Washington County,2000,447980,41067
41,69,Oregon,Wheeler County,2000,1546,41069
41,71,Oregon,Yamhill County,2000,85198,41071
45,1,South Carolina,Abbeville County,2000,26229,45001
45,3,South Carolina,Aiken County,2000,142742,45003
45,5,South Carolina,Allendale County,2000,11193,45005
45,7,South Carolina,Anderson County,2000,166304,45007
45,9,South Carolina,Bamberg County,2000,16680,45009
45,11,South Carolina,Barnwell County,2000,23478,45011
45,13,South Carolina,Beaufort County,2000,122306,45013
45,15,South Carolina,Berkeley County,2000,143410,45015
45,17,South Carolina,Calhoun County,2000,15192,45017
45,19,South Carolina,Charleston County,2000,310749,45019
45,21,South Carolina,Cherokee County,2000,52649,45021
45,23,South Carolina,Chester County,2000,34159,45023
45,25,South Carolina,Chesterfield County,2000,42911,45025
45,27,South Carolina,Clarendon County,2000,32528,45027
45,29,South Carolina,Colleton County,2000,38304,45029
45,31,South Carolina,Darlington County,2000,67523,45031
45,33,South Carolina,Dillon County,2000,30699,45033
45,35,South Carolina,Dorchester County,2000,96757,45035
45,37,South Carolina,Edgefield County,2000,24586,45037
45,39,South Carolina,Fairfield County,2000,23479,45039
45,41,South Carolina,Florence County,2000,125767,45041
45,43,South Carolina,Georgetown County,2000,56080,45043
45,45,South Carolina,Greenville County,2000,380949,45045
45,47,South Carolina,Greenwood County,2000,66303,45047
45,49,South Carolina,Hampton County,2000,21344,45049
45,51,South Carolina,Horry County,2000,198019,45051
45,53,South Carolina,Jasper County,2000,20721,45053
45,55,South Carolina,Kershaw County,2000,52851,45055
45,57,South Carolina,Lancaster County,2000,61571,45057
45,59,South Carolina,Laurens County,2000,69428,45059
45,61,South Carolina,Lee County,2000,20088,45061
45,63,South Carolina,Lexington County,2000,216873,45063
45,65,South Carolina,McCormick County,2000,9957,45065
45,67,South Carolina,Marion County,2000,35463,45067
45,69,South Carolina,Marlboro County,2000,28800,45069
45,71,South Carolina,Newberry County,2000,35958,45071
45,73,South Carolina,Oconee County,2000,66434,45073
45,75,South Carolina,Orangeburg County,2000,91524,45075
45,77,South Carolina,Pickens County,2000,111062,45077
45,79,South Carolina,Richland County,2000,321981,45079
45,81,South Carolina,Saluda County,2000,19191,45081
45,83,South Carolina,Spartanburg County,2000,254443,45083
45,85,South Carolina,Sumter County,2000,104802,45085
45,87,South Carolina,Union County,2000,29971,45087
45,89,South Carolina,Williamsburg County,2000,37145,45089
45,91,South Carolina,York County,2000,165620,45091
47,1,Tennessee,Anderson County,2000,71357,47001
47,3,Tennessee,Bedford County,2000,37806,47003
47,5,Tennessee,Benton County,2000,16537,47005
47,7,Tennessee,Bledsoe County,2000,12390,47007
47,9,Tennessee,Blount County,2000,106193,47009
47,11,Tennessee,Bradley County,2000,88206,47011
47,13,Tennessee,Campbell County,2000,39880,47013
47,15,Tennessee,Cannon County,2000,12912,47015
47,17,Tennessee,Carroll County,2000,29423,47017
47,19,Tennessee,Carter County,2000,56789,47019
47,21,Tennessee,Cheatham County,2000,35979,47021
47,23,Tennessee,Chester County,2000,15549,47023
47,25,Tennessee,Claiborne County,2000,29930,47025
47,27,Tennessee,Clay County,2000,7968,47027
47,29,Tennessee,Cocke County,2000,33595,47029
47,31,Tennessee,Coffee County,2000,48224,47031
47,33,Tennessee,Crockett County,2000,14545,47033
47,35,Tennessee,Cumberland County,2000,47027,47035
47,37,Tennessee,Davidson County,2000,570439,47037
47,39,Tennessee,Decatur County,2000,11687,47039
47,41,Tennessee,DeKalb County,2000,17443,47041
47,43,Tennessee,Dickson County,2000,43362,47043
47,45,Tennessee,Dyer County,2000,37325,47045
47,47,Tennessee,Fayette County,2000,29083,47047
47,49,Tennessee,Fentress County,2000,16630,47049
47,51,Tennessee,Franklin County,2000,39298,47051
47,53,Tennessee,Gibson County,2000,48125,47053
47,55,Tennessee,Giles County,2000,29460,47055
47,57,Tennessee,Grainger County,2000,20653,47057
47,59,Tennessee,Greene County,2000,63081,47059
47,61,Tennessee,Grundy County,2000,14306,47061
47,63,Tennessee,Hamblen County,2000,58230,47063
47,65,Tennessee,Hamilton County,2000,308547,47065
47,67,Tennessee,Hancock County,2000,6786,47067
47,69,Tennessee,Hardeman County,2000,28124,47069
47,71,Tennessee,Hardin County,2000,25571,47071
47,73,Tennessee,Hawkins County,2000,53669,47073
47,75,Tennessee,Haywood County,2000,19804,47075
47,77,Tennessee,Henderson County,2000,25595,47077
47,79,Tennessee,Henry County,2000,31131,47079
47,81,Tennessee,Hickman County,2000,22467,47081
47,83,Tennessee,Houston County,2000,8016,47083
47,85,Tennessee,Humphreys County,2000,17920,47085
47,87,Tennessee,Jackson County,2000,11049,47087
47,89,Tennessee,Jefferson County,2000,44566,47089
47,91,Tennessee,Johnson County,2000,17547,47091
47,93,Tennessee,Knox County,2000,382887,47093
47,95,Tennessee,Lake County,2000,7943,47095
47,97,Tennessee,Lauderdale County,2000,27108,47097
47,99,Tennessee,Lawrence County,2000,39940,47099
47,101,Tennessee,Lewis County,2000,11405,47101
47,103,Tennessee,Lincoln County,2000,31381,47103
47,105,Tennessee,Loudon County,2000,39228,47105
47,107,Tennessee,McMinn County,2000,49148,47107
47,109,Tennessee,McNairy County,2000,24681,47109
47,111,Tennessee,Macon County,2000,20472,47111
47,113,Tennessee,Madison County,2000,92048,47113
47,115,Tennessee,Marion County,2000,27749,47115
47,117,Tennessee,Marshall County,2000,26863,47117
47,119,Tennessee,Maury County,2000,69651,47119
47,121,Tennessee,Meigs County,2000,11091,47121
47,123,Tennessee,Monroe County,2000,39130,47123
47,125,Tennessee,Montgomery County,2000,135536,47125
47,127,Tennessee,Moore County,2000,5728,47127
47,129,Tennessee,Morgan County,2000,19801,47129
47,131,Tennessee,Obion County,2000,32507,47131
47,133,Tennessee,Overton County,2000,20192,47133
47,135,Tennessee,Perry County,2000,7613,47135
47,137,Tennessee,Pickett County,2000,4933,47137
47,139,Tennessee,Polk County,2000,16132,47139
47,141,Tennessee,Putnam County,2000,62487,47141
47,143,Tennessee,Rhea County,2000,28428,47143
47,145,Tennessee,Roane County,2000,51957,47145
47,147,Tennessee,Robertson County,2000,54795,47147
47,149,Tennessee,Rutherford County,2000,183600,47149
47,151,Tennessee,Scott County,2000,21170,47151
47,153,Tennessee,Sequatchie County,2000,11318,47153
47,155,Tennessee,Sevier County,2000,71776,47155
47,157,Tennessee,Shelby County,2000,898211,47157
47,159,Tennessee,Smith County,2000,17784,47159
47,161,Tennessee,Stewart County,2000,12444,47161
47,163,Tennessee,Sullivan County,2000,152995,47163
47,165,Tennessee,Sumner County,2000,131207,47165
47,167,Tennessee,Tipton County,2000,51577,47167
47,169,Tennessee,Trousdale County,2000,7395,47169
47,171,Tennessee,Unicoi County,2000,17686,47171
47,173,Tennessee,Union County,2000,17891,47173
47,175,Tennessee,Van Buren County,2000,5507,47175
47,177,Tennessee,Warren County,2000,38371,47177
47,179,Tennessee,Washington County,2000,107469,47179
47,181,Tennessee,Wayne County,2000,16819,47181
47,183,Tennessee,Weakley County,2000,34927,47183
47,185,Tennessee,White County,2000,23160,47185
47,187,Tennessee,Williamson County,2000,128134,47187
47,189,Tennessee,Wilson County,2000,89220,47189
53,1,Washington,Adams County,2000,16458,53001
53,3,Washington,Asotin County,2000,20546,53003
53,5,Washington,Benton County,2000,143131,53005
53,7,Washington,Chelan County,2000,66648,53007
53,9,Washington,Clallam County,2000,64269,53009
53,11,Washington,Clark County,2000,347208,53011
53,13,Washington,Columbia County,2000,4069,53013
53,15,Washington,Cowlitz County,2000,92984,53015
53,17,Washington,Douglas County,2000,32674,53017
53,19,Washington,Ferry County,2000,7276,53019
53,21,Washington,Franklin County,2000,49565,53021
53,23,Washington,Garfield County,2000,2383,53023
53,25,Washington,Grant County,2000,74918,53025
53,27,Washington,Grays Harbor County,2000,67075,53027
53,29,Washington,Island County,2000,71886,53029
53,31,Washington,Jefferson County,2000,26414,53031
53,33,Washington,King County,2000,1739009,53033
53,35,Washington,Kitsap County,2000,232720,53035
53,37,Washington,Kittitas County,2000,33537,53037
53,39,Washington,Klickitat County,2000,19204,53039
53,41,Washington,Lewis County,2000,68596,53041
53,43,Washington,Lincoln County,2000,10143,53043
53,45,Washington,Mason County,2000,49631,53045
53,47,Washington,Okanogan County,2000,39566,53047
53,49,Washington,Pacific County,2000,20939,53049
53,51,Washington,Pend Oreille County,2000,11672,53051
53,53,Washington,Pierce County,2000,703993,53053
53,55,Washington,San Juan County,2000,14120,53055
53,57,Washington,Skagit County,2000,103420,53057
53,59,Washington,Skamania County,2000,9895,53059
53,61,Washington,Snohomish County,2000,609185,53061
53,63,Washington,Spokane County,2000,418803,53063
53,65,Washington,Stevens County,2000,40210,53065
53,67,Washington,Thurston County,2000,208287,53067
53,69,Washington,Wahkiakum County,2000,3835,53069
53,71,Washington,Walla Walla County,2000,55178,53071
53,73,Washington,Whatcom County,2000,167696,53073
53,75,Washington,Whitman County,2000,40754,53075
53,77,Washington,Yakima County,2000,222615,53077
6,1,California,Alameda County,2001,1469484,06001
6,3,California,Alpine County,2001,1196,06003
6,5,California,Amador County,2001,35697,06005
6,7,California,Butte County,2001,206193,06007
6,9,California,Calaveras County,2001,41304,06009
6,11,California,Colusa County,2001,19022,06011
6,13,California,Contra Costa County,2001,970952,06013
6,15,California,Del Norte County,2001,27292,06015
6,17,California,El Dorado County,2001,161101,06017
6,19,California,Fresno County,2001,813021,06019
6,21,California,Glenn County,2001,26450,06021
6,23,California,Humboldt County,2001,127520,06023
6,25,California,Imperial County,2001,143707,06025
6,27,California,Inyo County,2001,18117,06027
6,29,California,Kern County,2001,676574,06029
6,31,California,Kings County,2001,132881,06031
6,33,California,Lake County,2001,60219,06033
6,35,California,Lassen County,2001,33548,06035
6,37,California,Los Angeles County,2001,9626034,06037
6,39,California,Madera County,2001,125581,06039
6,41,California,Marin County,2001,247866,06041
6,43,California,Mariposa County,2001,17099,06043
6,45,California,Mendocino County,2001,86841,06045
6,47,California,Merced County,2001,218816,06047
6,49,California,Modoc County,2001,9350,06049
6,51,California,Mono County,2001,13224,06051
6,53,California,Monterey County,2001,407082,06053
6,55,California,Napa County,2001,126818,06055
6,57,California,Nevada County,2001,93715,06057
6,59,California,Orange County,2001,2885457,06059
6,61,California,Placer County,2001,263615,06061
6,63,California,Plumas County,2001,20820,06063
6,65,California,Riverside County,2001,1616634,06065
6,67,California,Sacramento County,2001,1266257,06067
6,69,California,San Benito County,2001,54644,06069
6,71,California,San Bernardino County,2001,1760731,06071
6,73,California,San Diego County,2001,2869672,06073
6,75,California,San Francisco County,2001,780865,06075
6,77,California,San Joaquin County,2001,591207,06077
6,79,California,San Luis Obispo County,2001,251462,06079
6,81,California,San Mateo County,2001,705621,06081
6,83,California,Santa Barbara County,2001,403164,06083
6,85,California,Santa Clara County,2001,1688082,06085
6,87,California,Santa Cruz County,2001,256045,06087
6,89,California,Shasta County,2001,166408,06089
6,91,California,Sierra County,2001,3518,06091
6,93,California,Siskiyou County,2001,43908,06093
6,95,California,Solano County,2001,404209,06095
6,97,California,Sonoma County,2001,465293,06097
6,99,California,Stanislaus County,2001,463761,06099
6,101,California,Sutter County,2001,80138,06101
6,103,California,Tehama County,2001,56685,06103
6,105,California,Trinity County,2001,12859,06105
6,107,California,Tulare County,2001,373171,06107
6,109,California,Tuolumne County,2001,55253,06109
6,111,California,Ventura County,2001,766689,06111
6,113,California,Yolo County,2001,175337,06113
6,115,California,Yuba County,2001,61249,06115
8,1,Colorado,Adams County,2001,359816,08001
8,3,Colorado,Alamosa County,2001,14956,08003
8,5,Colorado,Arapahoe County,2001,502393,08005
8,7,Colorado,Archuleta County,2001,10454,08007
8,9,Colorado,Baca County,2001,4471,08009
8,11,Colorado,Bent County,2001,5841,08011
8,13,Colorado,Boulder County,2001,277597,08013
8,14,Colorado,Broomfield County,2001,41055,08014
8,15,Colorado,Chaffee County,2001,16488,08015
8,17,Colorado,Cheyenne County,2001,2179,08017
8,19,Colorado,Clear Creek County,2001,9383,08019
8,21,Colorado,Conejos County,2001,8350,08021
8,23,Colorado,Costilla County,2001,3619,08023
8,25,Colorado,Crowley County,2001,5614,08025
8,27,Colorado,Custer County,2001,3664,08027
8,29,Colorado,Delta County,2001,28069,08029
8,31,Colorado,Denver County,2001,561976,08031
8,33,Colorado,Dolores County,2001,1849,08033
8,35,Colorado,Douglas County,2001,196783,08035
8,37,Colorado,Eagle County,2001,43238,08037
8,39,Colorado,Elbert County,2001,21094,08039
8,41,Colorado,El Paso County,2001,535864,08041
8,43,Colorado,Fremont County,2001,46633,08043
8,45,Colorado,Garfield County,2001,45636,08045
8,47,Colorado,Gilpin County,2001,4781,08047
8,49,Colorado,Grand County,2001,12743,08049
8,51,Colorado,Gunnison County,2001,14206,08051
8,53,Colorado,Hinsdale County,2001,817,08053
8,55,Colorado,Huerfano County,2001,7635,08055
