STATE,COUNTY,STNAME,CTYNAME,population,fips,STATE_ABBREV,merge_key,County Code,Deaths,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,BUYER_STATE,BUYER_COUNTY,TOTAL_MME,merge_on_arcos,Year,county_state,mortality_rate_per_100k
13,21,Georgia,Bibb County,155715,13021,GA,"BIBB COUNTY, GA",13021,24.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,GA,BIBB,269516171.4751395,"BIBB COUNTY, GA",2010,"Bibb County, Georgia",15.412773335902129
13,51,Georgia,Chatham County,265871,13051,GA,"CHATHAM COUNTY, GA",13051,46.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,GA,CHATHAM,1297732431.6179135,"CHATHAM COUNTY, GA",2010,"Chatham County, Georgia",17.301623719773875
13,57,Georgia,Cherokee County,215129,13057,GA,"CHEROKEE COUNTY, GA",13057,52.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,GA,CHEROKEE,160281577.8705735,"CHEROKEE COUNTY, GA",2010,"Cherokee County, Georgia",24.171543585476623
16,1,Idaho,Ada County,393531,16001,ID,"ADA COUNTY, ID",16001,70.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,ID,ADA,444869321.674418,"ADA COUNTY, ID",2010,"Ada County, Idaho",17.78767111104335
28,49,Mississippi,Hinds County,245629,28049,MS,"HINDS COUNTY, MS",28049,,,,MS,HINDS,185694692.457679,"HINDS COUNTY, MS",2010,"Hinds County, Mississippi",
37,1,North Carolina,Alamance County,151528,37001,NC,"ALAMANCE COUNTY, NC",37001,,,,NC,ALAMANCE,115311305.1108625,"ALAMANCE COUNTY, NC",2010,"Alamance County, North Carolina",
37,35,North Carolina,Catawba County,154389,37035,NC,"CATAWBA COUNTY, NC",37035,34.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,NC,CATAWBA,236929788.9098202,"CATAWBA COUNTY, NC",2010,"Catawba County, North Carolina",22.022294334440925
37,51,North Carolina,Cumberland County,320267,37051,NC,"CUMBERLAND COUNTY, NC",37051,68.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,NC,CUMBERLAND,364416998.2264565,"CUMBERLAND COUNTY, NC",2010,"Cumberland County, North Carolina",21.232284312776528
37,57,North Carolina,Davidson County,162930,37057,NC,"DAVIDSON COUNTY, NC",37057,30.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,NC,DAVIDSON,145315155.234057,"DAVIDSON COUNTY, NC",2010,"Davidson County, North Carolina",18.412815319462343
37,67,North Carolina,Forsyth County,351335,37067,NC,"FORSYTH COUNTY, NC",37067,36.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,NC,FORSYTH,379333002.2173908,"FORSYTH COUNTY, NC",2010,"Forsyth County, North Carolina",10.246630708582977
37,71,North Carolina,Gaston County,206213,37071,NC,"GASTON COUNTY, NC",37071,92.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,NC,GASTON,266139786.3531265,"GASTON COUNTY, NC",2010,"Gaston County, North Carolina",44.614064098771664
37,101,North Carolina,Johnston County,169735,37101,NC,"JOHNSTON COUNTY, NC",37101,46.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,NC,JOHNSTON,99782617.7328065,"JOHNSTON COUNTY, NC",2010,"Johnston County, North Carolina",27.10106931393054
37,179,North Carolina,Union County,202206,37179,NC,"UNION COUNTY, NC",37179,20.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,NC,UNION,117375160.91915224,"UNION COUNTY, NC",2010,"Union County, North Carolina",9.890903336201696
41,17,Oregon,Deschutes County,157894,41017,OR,"DESCHUTES COUNTY, OR",41017,34.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,OR,DESCHUTES,124957803.198262,"DESCHUTES COUNTY, OR",2010,"Deschutes County, Oregon",21.533433822691173
41,29,Oregon,Jackson County,203462,41029,OR,"JACKSON COUNTY, OR",41029,30.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,OR,JACKSON,408085600.8041615,"JACKSON COUNTY, OR",2010,"Jackson County, Oregon",14.744768064798341
41,47,Oregon,Marion County,316096,41047,OR,"MARION COUNTY, OR",41047,64.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,OR,MARION,340913321.5297595,"MARION COUNTY, OR",2010,"Marion County, Oregon",20.24701356549909
45,3,South Carolina,Aiken County,160565,45003,SC,"AIKEN COUNTY, SC",45003,50.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,SC,AIKEN,120305519.2147885,"AIKEN COUNTY, SC",2010,"Aiken County, South Carolina",31.140036745243357
45,13,South Carolina,Beaufort County,162989,45013,SC,"BEAUFORT COUNTY, SC",45013,22.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,SC,BEAUFORT,111922958.7363185,"BEAUFORT COUNTY, SC",2010,"Beaufort County, South Carolina",13.497843412745645
45,15,South Carolina,Berkeley County,178783,45015,SC,"BERKELEY COUNTY, SC",45015,44.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,SC,BERKELEY,105868995.97943474,"BERKELEY COUNTY, SC",2010,"Berkeley County, South Carolina",24.610841075493752
45,51,South Carolina,Horry County,270430,45051,SC,"HORRY COUNTY, SC",45051,78.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,SC,HORRY,402077084.6635587,"HORRY COUNTY, SC",2010,"Horry County, South Carolina",28.842953814295754
45,91,South Carolina,York County,226971,45091,SC,"YORK COUNTY, SC",45091,48.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,SC,YORK,118222683.773626,"YORK COUNTY, SC",2010,"York County, South Carolina",21.148076185944458
47,125,Tennessee,Montgomery County,173307,47125,TN,"MONTGOMERY COUNTY, TN",47125,34.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,TN,MONTGOMERY,135757115.56926998,"MONTGOMERY COUNTY, TN",2010,"Montgomery County, Tennessee",19.61836509777447
47,165,Tennessee,Sumner County,161250,47165,TN,"SUMNER COUNTY, TN",47165,34.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,TN,SUMNER,175147301.41757074,"SUMNER COUNTY, TN",2010,"Sumner County, Tennessee",21.08527131782946
53,5,Washington,Benton County,176455,53005,WA,"BENTON COUNTY, WA",53005,20.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,WA,BENTON,171826783.310581,"BENTON COUNTY, WA",2010,"Benton County, Washington",11.334334532883739
53,35,Washington,Kitsap County,251809,53035,WA,"KITSAP COUNTY, WA",53035,38.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,WA,KITSAP,274549643.11279,"KITSAP COUNTY, WA",2010,"Kitsap County, Washington",15.09080294985485
53,67,Washington,Thurston County,253087,53067,WA,"THURSTON COUNTY, WA",53067,44.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,WA,THURSTON,231883336.6568985,"THURSTON COUNTY, WA",2010,"Thurston County, Washington",17.38532599461845
53,73,Washington,Whatcom County,201628,53073,WA,"WHATCOM COUNTY, WA",53073,28.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,WA,WHATCOM,184186249.91834095,"WHATCOM COUNTY, WA",2010,"Whatcom County, Washington",13.886960144424384
53,77,Washington,Yakima County,244485,53077,WA,"YAKIMA COUNTY, WA",53077,48.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,WA,YAKIMA,187739733.8962321,"YAKIMA COUNTY, WA",2010,"Yakima County, Washington",19.633106325541444
6,17,California,El Dorado County,180936,6017,CA,"EL DORADO COUNTY, CA",6017,,,,CA,EL DORADO,181942173.9217015,"EL DORADO COUNTY, CA",2011,"El Dorado County, California",
6,19,California,Fresno County,939406,6019,CA,"FRESNO COUNTY, CA",6019,,,,CA,FRESNO,862995911.7481065,"FRESNO COUNTY, CA",2011,"Fresno County, California",
6,25,California,Imperial County,175786,6025,CA,"IMPERIAL COUNTY, CA",6025,,,,CA,IMPERIAL,97084450.3362415,"IMPERIAL COUNTY, CA",2011,"Imperial County, California",
6,29,California,Kern County,847970,6029,CA,"KERN COUNTY, CA",6029,,,,CA,KERN,705401173.9621114,"KERN COUNTY, CA",2011,"Kern County, California",
6,39,California,Madera County,151675,6039,CA,"MADERA COUNTY, CA",6039,,,,CA,MADERA,88997537.760785,"MADERA COUNTY, CA",2011,"Madera County, California",
6,47,California,Merced County,259297,6047,CA,"MERCED COUNTY, CA",6047,,,,CA,MERCED,175211826.1062378,"MERCED COUNTY, CA",2011,"Merced County, California",
6,53,California,Monterey County,420456,6053,CA,"MONTEREY COUNTY, CA",6053,,,,CA,MONTEREY,353708528.233786,"MONTEREY COUNTY, CA",2011,"Monterey County, California",
6,61,California,Placer County,356328,6061,CA,"PLACER COUNTY, CA",6061,,,,CA,PLACER,583220204.5438588,"PLACER COUNTY, CA",2011,"Placer County, California",
6,81,California,San Mateo County,728344,6081,CA,"SAN MATEO COUNTY, CA",6081,,,,CA,SAN MATEO,452901737.4186865,"SAN MATEO COUNTY, CA",2011,"San Mateo County, California",
6,83,California,Santa Barbara County,425453,6083,CA,"SANTA BARBARA COUNTY, CA",6083,,,,CA,SANTA BARBARA,459814727.902606,"SANTA BARBARA COUNTY, CA",2011,"Santa Barbara County, California",
6,87,California,Santa Cruz County,264858,6087,CA,"SANTA CRUZ COUNTY, CA",6087,,,,CA,SANTA CRUZ,297832179.518836,"SANTA CRUZ COUNTY, CA",2011,"Santa Cruz County, California",
6,89,California,Shasta County,177588,6089,CA,"SHASTA COUNTY, CA",6089,,,,CA,SHASTA,460818441.5564415,"SHASTA COUNTY, CA",2011,"Shasta County, California",
8,13,Colorado,Boulder County,299957,8013,CO,"BOULDER COUNTY, CO",8013,,,,CO,BOULDER,295846527.72963375,"BOULDER COUNTY, CO",2011,"Boulder County, Colorado",
8,101,Colorado,Pueblo County,160184,8101,CO,"PUEBLO COUNTY, CO",8101,,,,CO,PUEBLO,364676203.34796697,"PUEBLO COUNTY, CO",2011,"Pueblo County, Colorado",
12,1,Florida,Alachua County,249834,12001,FL,"ALACHUA COUNTY, FL",12001,14.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,ALACHUA,508708247.8666527,"ALACHUA COUNTY, FL",2011,"Alachua County, Florida",5.603720870658117
12,5,Florida,Bay County,169555,12005,FL,"BAY COUNTY, FL",12005,,,,FL,BAY,185800796.2377215,"BAY COUNTY, FL",2011,"Bay County, Florida",
12,9,Florida,Brevard County,544359,12009,FL,"BREVARD COUNTY, FL",12009,107.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,BREVARD,1022120159.0041032,"BREVARD COUNTY, FL",2011,"Brevard County, Florida",19.656146035979933
12,15,Florida,Charlotte County,159869,12015,FL,"CHARLOTTE COUNTY, FL",12015,10.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,CHARLOTTE,360335508.38736624,"CHARLOTTE COUNTY, FL",2011,"Charlotte County, Florida",6.255121380630391
12,19,Florida,Clay County,192314,12019,FL,"CLAY COUNTY, FL",12019,23.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,CLAY,324891187.663906,"CLAY COUNTY, FL",2011,"Clay County, Florida",11.959607724866624
12,21,Florida,Collier County,327629,12021,FL,"COLLIER COUNTY, FL",12021,41.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,COLLIER,406060807.971439,"COLLIER COUNTY, FL",2011,"Collier County, Florida",12.514154729892653
12,33,Florida,Escambia County,299401,12033,FL,"ESCAMBIA COUNTY, FL",12033,29.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,ESCAMBIA,380301172.3449755,"ESCAMBIA COUNTY, FL",2011,"Escambia County, Florida",9.68600639276422
12,69,Florida,Lake County,300505,12069,FL,"LAKE COUNTY, FL",12069,38.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,LAKE,345344699.85011923,"LAKE COUNTY, FL",2011,"Lake County, Florida",12.645380276534501
12,71,Florida,Lee County,631053,12071,FL,"LEE COUNTY, FL",12071,75.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,LEE,1191224844.587351,"LEE COUNTY, FL",2011,"Lee County, Florida",11.88489714810008
12,91,Florida,Okaloosa County,183102,12091,FL,"OKALOOSA COUNTY, FL",12091,16.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,OKALOOSA,222129300.29041573,"OKALOOSA COUNTY, FL",2011,"Okaloosa County, Florida",8.738298871667158
12,97,Florida,Osceola County,278636,12097,FL,"OSCEOLA COUNTY, FL",12097,35.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,OSCEOLA,298537641.845773,"OSCEOLA COUNTY, FL",2011,"Osceola County, Florida",12.561190944458003
12,101,Florida,Pasco County,466464,12101,FL,"PASCO COUNTY, FL",12101,127.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,PASCO,1202043000.3526094,"PASCO COUNTY, FL",2011,"Pasco County, Florida",27.22610962475132
12,113,Florida,Santa Rosa County,155738,12113,FL,"SANTA ROSA COUNTY, FL",12113,18.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,SANTA ROSA,189464572.38957095,"SANTA ROSA COUNTY, FL",2011,"Santa Rosa County, Florida",11.557872837714623
12,115,Florida,Sarasota County,382226,12115,FL,"SARASOTA COUNTY, FL",12115,65.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,SARASOTA,743052897.4753325,"SARASOTA COUNTY, FL",2011,"Sarasota County, Florida",17.00564587443031
12,127,Florida,Volusia County,494464,12127,FL,"VOLUSIA COUNTY, FL",12127,78.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,VOLUSIA,2937977360.9315753,"VOLUSIA COUNTY, FL",2011,"Volusia County, Florida",15.774657002329796
13,21,Georgia,Bibb County,156211,13021,GA,"BIBB COUNTY, GA",13021,17.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,GA,BIBB,301108887.394525,"BIBB COUNTY, GA",2011,"Bibb County, Georgia",10.882716325994968
13,51,Georgia,Chatham County,271623,13051,GA,"CHATHAM COUNTY, GA",13051,22.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,GA,CHATHAM,1118505455.9232864,"CHATHAM COUNTY, GA",2011,"Chatham County, Georgia",8.099461385817843
13,57,Georgia,Cherokee County,217732,13057,GA,"CHEROKEE COUNTY, GA",13057,19.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,GA,CHEROKEE,190422323.41178024,"CHEROKEE COUNTY, GA",2011,"Cherokee County, Georgia",8.72632410486286
16,1,Idaho,Ada County,401262,16001,ID,"ADA COUNTY, ID",16001,32.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,ID,ADA,490302319.66348296,"ADA COUNTY, ID",2011,"Ada County, Idaho",7.974839381750577
28,49,Mississippi,Hinds County,248205,28049,MS,"HINDS COUNTY, MS",28049,,,,MS,HINDS,193260866.22629875,"HINDS COUNTY, MS",2011,"Hinds County, Mississippi",
37,1,North Carolina,Alamance County,152692,37001,NC,"ALAMANCE COUNTY, NC",37001,16.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,NC,ALAMANCE,128799466.38711648,"ALAMANCE COUNTY, NC",2011,"Alamance County, North Carolina",10.478610536242893
37,35,North Carolina,Catawba County,154459,37035,NC,"CATAWBA COUNTY, NC",37035,27.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,NC,CATAWBA,269070983.6993532,"CATAWBA COUNTY, NC",2011,"Catawba County, North Carolina",17.48036695822192
37,51,North Carolina,Cumberland County,330503,37051,NC,"CUMBERLAND COUNTY, NC",37051,41.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,NC,CUMBERLAND,401560880.9096055,"CUMBERLAND COUNTY, NC",2011,"Cumberland County, North Carolina",12.40533368834776
37,57,North Carolina,Davidson County,162923,37057,NC,"DAVIDSON COUNTY, NC",37057,30.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,NC,DAVIDSON,166370004.353215,"DAVIDSON COUNTY, NC",2011,"Davidson County, North Carolina",18.413606427576216
37,67,North Carolina,Forsyth County,354524,37067,NC,"FORSYTH COUNTY, NC",37067,43.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,NC,FORSYTH,417440966.1705925,"FORSYTH COUNTY, NC",2011,"Forsyth County, North Carolina",12.128939084518962
37,71,North Carolina,Gaston County,206886,37071,NC,"GASTON COUNTY, NC",37071,42.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,NC,GASTON,277832904.8055117,"GASTON COUNTY, NC",2011,"Gaston County, North Carolina",20.30103535280299
37,97,North Carolina,Iredell County,161037,37097,NC,"IREDELL COUNTY, NC",37097,30.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,NC,IREDELL,253989942.81306377,"IREDELL COUNTY, NC",2011,"Iredell County, North Carolina",18.62925911436502
37,101,North Carolina,Johnston County,172446,37101,NC,"JOHNSTON COUNTY, NC",37101,14.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,NC,JOHNSTON,118983927.7302115,"JOHNSTON COUNTY, NC",2011,"Johnston County, North Carolina",8.11848346728831
37,179,North Carolina,Union County,204888,37179,NC,"UNION COUNTY, NC",37179,,,,NC,UNION,134167029.3196115,"UNION COUNTY, NC",2011,"Union County, North Carolina",
41,29,Oregon,Jackson County,204747,41029,OR,"JACKSON COUNTY, OR",41029,22.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,OR,JACKSON,443157540.4363505,"JACKSON COUNTY, OR",2011,"Jackson County, Oregon",10.744968180241957
41,47,Oregon,Marion County,318047,41047,OR,"MARION COUNTY, OR",41047,24.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,OR,MARION,357008613.570355,"MARION COUNTY, OR",2011,"Marion County, Oregon",7.546054513955485
45,3,South Carolina,Aiken County,161594,45003,SC,"AIKEN COUNTY, SC",45003,22.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,SC,AIKEN,143064101.7457165,"AIKEN COUNTY, SC",2011,"Aiken County, South Carolina",13.614366870057056
45,13,South Carolina,Beaufort County,164032,45013,SC,"BEAUFORT COUNTY, SC",45013,13.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,SC,BEAUFORT,110801458.19042374,"BEAUFORT COUNTY, SC",2011,"Beaufort County, South Carolina",7.925282871634804
45,15,South Carolina,Berkeley County,183778,45015,SC,"BERKELEY COUNTY, SC",45015,16.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,SC,BERKELEY,121272891.54378174,"BERKELEY COUNTY, SC",2011,"Berkeley County, South Carolina",8.70615634080249
45,51,South Carolina,Horry County,275465,45051,SC,"HORRY COUNTY, SC",45051,25.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,SC,HORRY,424541998.63794,"HORRY COUNTY, SC",2011,"Horry County, South Carolina",9.075563138692756
45,91,South Carolina,York County,230074,45091,SC,"YORK COUNTY, SC",45091,22.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,SC,YORK,125816897.1868365,"YORK COUNTY, SC",2011,"York County, South Carolina",9.562140876413675
47,125,Tennessee,Montgomery County,176504,47125,TN,"MONTGOMERY COUNTY, TN",47125,18.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,TN,MONTGOMERY,176274333.44867724,"MONTGOMERY COUNTY, TN",2011,"Montgomery County, Tennessee",10.198069165571319
47,165,Tennessee,Sumner County,163680,47165,TN,"SUMNER COUNTY, TN",47165,19.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,TN,SUMNER,187958772.5615215,"SUMNER COUNTY, TN",2011,"Sumner County, Tennessee",11.608015640273704
53,5,Washington,Benton County,180436,53005,WA,"BENTON COUNTY, WA",53005,16.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,WA,BENTON,182778662.5683955,"BENTON COUNTY, WA",2011,"Benton County, Washington",8.867410051209294
53,35,Washington,Kitsap County,254297,53035,WA,"KITSAP COUNTY, WA",53035,25.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,WA,KITSAP,255666652.6970635,"KITSAP COUNTY, WA",2011,"Kitsap County, Washington",9.831024353413529
53,67,Washington,Thurston County,256386,53067,WA,"THURSTON COUNTY, WA",53067,27.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,WA,THURSTON,228749754.85322675,"THURSTON COUNTY, WA",2011,"Thurston County, Washington",10.53099623224357
53,73,Washington,Whatcom County,203490,53073,WA,"WHATCOM COUNTY, WA",53073,19.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,WA,WHATCOM,190862121.943052,"WHATCOM COUNTY, WA",2011,"Whatcom County, Washington",9.337068160597571
53,77,Washington,Yakima County,245926,53077,WA,"YAKIMA COUNTY, WA",53077,14.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,WA,YAKIMA,201808424.4528495,"YAKIMA COUNTY, WA",2011,"Yakima County, Washington",5.69276936964778
6,7,California,Butte County,220869,6007,CA,"BUTTE COUNTY, CA",6007,,,,CA,BUTTE,512621365.3330895,"BUTTE COUNTY, CA",2012,"Butte County, California",
6,17,California,El Dorado County,180575,6017,CA,"EL DORADO COUNTY, CA",6017,,,,CA,EL DORADO,183199323.500876,"EL DORADO COUNTY, CA",2012,"El Dorado County, California",
6,19,California,Fresno County,945045,6019,CA,"FRESNO COUNTY, CA",6019,,,,CA,FRESNO,887485995.8621305,"FRESNO COUNTY, CA",2012,"Fresno County, California",
6,25,California,Imperial County,176575,6025,CA,"IMPERIAL COUNTY, CA",6025,,,,CA,IMPERIAL,97084866.9971015,"IMPERIAL COUNTY, CA",2012,"Imperial County, California",
6,29,California,Kern County,853606,6029,CA,"KERN COUNTY, CA",6029,,,,CA,KERN,725112306.232958,"KERN COUNTY, CA",2012,"Kern County, California",
6,39,California,Madera County,151527,6039,CA,"MADERA COUNTY, CA",6039,,,,CA,MADERA,87982912.5916755,"MADERA COUNTY, CA",2012,"Madera County, California",
6,47,California,Merced County,260867,6047,CA,"MERCED COUNTY, CA",6047,,,,CA,MERCED,190469150.5438525,"MERCED COUNTY, CA",2012,"Merced County, California",
6,53,California,Monterey County,424788,6053,CA,"MONTEREY COUNTY, CA",6053,,,,CA,MONTEREY,353549135.2617035,"MONTEREY COUNTY, CA",2012,"Monterey County, California",
6,61,California,Placer County,360263,6061,CA,"PLACER COUNTY, CA",6061,,,,CA,PLACER,569248523.2149675,"PLACER COUNTY, CA",2012,"Placer County, California",
6,83,California,Santa Barbara County,429699,6083,CA,"SANTA BARBARA COUNTY, CA",6083,,,,CA,SANTA BARBARA,428142677.968274,"SANTA BARBARA COUNTY, CA",2012,"Santa Barbara County, California",
6,87,California,Santa Cruz County,266340,6087,CA,"SANTA CRUZ COUNTY, CA",6087,,,,CA,SANTA CRUZ,1341350563.7781334,"SANTA CRUZ COUNTY, CA",2012,"Santa Cruz County, California",
6,89,California,Shasta County,177875,6089,CA,"SHASTA COUNTY, CA",6089,,,,CA,SHASTA,486096306.338276,"SHASTA COUNTY, CA",2012,"Shasta County, California",
8,13,Colorado,Boulder County,304570,8013,CO,"BOULDER COUNTY, CO",8013,,,,CO,BOULDER,292292042.349559,"BOULDER COUNTY, CO",2012,"Boulder County, Colorado",
8,101,Colorado,Pueblo County,160721,8101,CO,"PUEBLO COUNTY, CO",8101,,,,CO,PUEBLO,398915629.9895265,"PUEBLO COUNTY, CO",2012,"Pueblo County, Colorado",
12,1,Florida,Alachua County,251520,12001,FL,"ALACHUA COUNTY, FL",12001,14.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,ALACHUA,491362870.50500226,"ALACHUA COUNTY, FL",2012,"Alachua County, Florida",5.566157760814249
12,5,Florida,Bay County,171757,12005,FL,"BAY COUNTY, FL",12005,15.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,BAY,212787829.887256,"BAY COUNTY, FL",2012,"Bay County, Florida",8.733268513073703
12,9,Florida,Brevard County,546966,12009,FL,"BREVARD COUNTY, FL",12009,98.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,BREVARD,954511943.1407332,"BREVARD COUNTY, FL",2012,"Brevard County, Florida",17.91701860810361
12,15,Florida,Charlotte County,162744,12015,FL,"CHARLOTTE COUNTY, FL",12015,,,,FL,CHARLOTTE,256226017.32615975,"CHARLOTTE COUNTY, FL",2012,"Charlotte County, Florida",
12,19,Florida,Clay County,193861,12019,FL,"CLAY COUNTY, FL",12019,28.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,CLAY,335331753.4317815,"CLAY COUNTY, FL",2012,"Clay County, Florida",14.443338268140575
12,21,Florida,Collier County,332233,12021,FL,"COLLIER COUNTY, FL",12021,31.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,COLLIER,357679609.9129385,"COLLIER COUNTY, FL",2012,"Collier County, Florida",9.330800974015224
12,69,Florida,Lake County,303725,12069,FL,"LAKE COUNTY, FL",12069,26.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,LAKE,347780535.564203,"LAKE COUNTY, FL",2012,"Lake County, Florida",8.560375339534117
12,81,Florida,Manatee County,333844,12081,FL,"MANATEE COUNTY, FL",12081,40.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,MANATEE,626157416.215872,"MANATEE COUNTY, FL",2012,"Manatee County, Florida",11.981644121206312
12,91,Florida,Okaloosa County,189762,12091,FL,"OKALOOSA COUNTY, FL",12091,14.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,OKALOOSA,228799308.4943145,"OKALOOSA COUNTY, FL",2012,"Okaloosa County, Florida",7.377662545715158
12,97,Florida,Osceola County,288876,12097,FL,"OSCEOLA COUNTY, FL",12097,29.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,OSCEOLA,260333601.4848455,"OSCEOLA COUNTY, FL",2012,"Osceola County, Florida",10.0389094282668
12,101,Florida,Pasco County,469637,12101,FL,"PASCO COUNTY, FL",12101,95.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,PASCO,893607068.3278527,"PASCO COUNTY, FL",2012,"Pasco County, Florida",20.228389160138576
12,113,Florida,Santa Rosa County,158190,12113,FL,"SANTA ROSA COUNTY, FL",12113,10.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,SANTA ROSA,185684766.76472777,"SANTA ROSA COUNTY, FL",2012,"Santa Rosa County, Florida",6.321512105695683
12,115,Florida,Sarasota County,386437,12115,FL,"SARASOTA COUNTY, FL",12115,55.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,SARASOTA,665888997.2588947,"SARASOTA COUNTY, FL",2012,"Sarasota County, Florida",14.232591599665664
12,117,Florida,Seminole County,430537,12117,FL,"SEMINOLE COUNTY, FL",12117,40.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,FL,SEMINOLE,468206684.2218415,"SEMINOLE COUNTY, FL",2012,"Seminole County, Florida",9.290722980835561
13,21,Georgia,Bibb County,156606,13021,GA,"BIBB COUNTY, GA",13021,10.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,GA,BIBB,294719457.16212,"BIBB COUNTY, GA",2012,"Bibb County, Georgia",6.385451387558587
13,51,Georgia,Chatham County,276164,13051,GA,"CHATHAM COUNTY, GA",13051,23.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,GA,CHATHAM,1493970632.376009,"CHATHAM COUNTY, GA",2012,"Chatham County, Georgia",8.328384583073825
13,57,Georgia,Cherokee County,220643,13057,GA,"CHEROKEE COUNTY, GA",13057,20.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,GA,CHEROKEE,176555967.32722625,"CHEROKEE COUNTY, GA",2012,"Cherokee County, Georgia",9.064416274252979
13,151,Georgia,Henry County,208005,13151,GA,"HENRY COUNTY, GA",13151,16.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,GA,HENRY,172911989.15903026,"HENRY COUNTY, GA",2012,"Henry County, Georgia",7.692122785509963
