BUYER_STATE,BUYER_COUNTY,YEAR,TOTAL_MME,BUYER_BUS_ACT,unique_buyers
ID,GOODING,2017,10399871.634031998,"HOSPITAL/CLINIC,RETAIL PHARMACY",16
ID,GOODING,2018,8657739.371031,"HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",22
ID,GOODING,2019,8791935.412259,"HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",30
ID,IDAHO,2006,6726450.321688,"HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",35
ID,IDAHO,2007,8596737.560152,"HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",29
ID,IDAHO,2008,8909756.72768,"HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",36
ID,IDAHO,2009,9555804.029687,"HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",34
ID,IDAHO,2010,10704387.966696,"HOSPITAL/CLINIC,MLP-NURSE PRACTITIONER,PRACTITIONER,RETAIL PHARMACY",34
ID,IDAHO,2011,11675312.046966,"HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",25
ID,IDAHO,2012,12630882.580472,"HOSPITAL/CLINIC,MLP-NURSE PRACTITIONER,PRACTITIONER,RETAIL PHARMACY",25
ID,IDAHO,2013,12487594.974537,"HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",24
ID,IDAHO,2014,11381044.2386355,"HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",25
ID,IDAHO,2015,10829761.338095997,"HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",14
ID,IDAHO,2016,10301591.596861998,"HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",13
ID,IDAHO,2017,9815744.714270998,"HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",21
ID,IDAHO,2018,9133785.349222999,"HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",21
ID,IDAHO,2019,10378422.717120599,"HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",22
ID,JEFFERSON,2006,4889434.671657,"PRACTITIONER,RETAIL PHARMACY",18
ID,JEFFERSON,2007,5729130.923352,"PRACTITIONER,RETAIL PHARMACY",31
ID,JEFFERSON,2008,6085590.051345,"PRACTITIONER,RETAIL PHARMACY",21
ID,JEFFERSON,2009,6112954.041872,"PRACTITIONER,RETAIL PHARMACY",19
ID,JEFFERSON,2010,7063732.747045999,"PRACTITIONER,RETAIL PHARMACY",19
ID,JEFFERSON,2011,6113012.314904,"PRACTITIONER,RETAIL PHARMACY",27
ID,JEFFERSON,2012,6672399.1223925,"PRACTITIONER,RETAIL PHARMACY",20
ID,JEFFERSON,2013,8177532.401144,"PRACTITIONER,RETAIL PHARMACY",18
ID,JEFFERSON,2014,7642816.7774995,"PRACTITIONER,RETAIL PHARMACY",22
ID,JEFFERSON,2015,8345327.592905997,"PRACTITIONER,RETAIL PHARMACY",15
ID,JEFFERSON,2016,7505351.870568998,"PRACTITIONER,RETAIL PHARMACY",15
ID,JEFFERSON,2017,7540983.450961998,"PRACTITIONER,RETAIL PHARMACY",19
ID,JEFFERSON,2018,7088293.010132,"PRACTITIONER,RETAIL PHARMACY",20
ID,JEFFERSON,2019,6528645.934689,"PRACTITIONER,RETAIL PHARMACY",21
ID,JEROME,2006,7075243.1624489995,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",28
ID,JEROME,2007,8194905.57935,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",26
ID,JEROME,2008,8954959.924123999,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",28
ID,JEROME,2009,8221627.857145499,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",30
ID,JEROME,2010,8624843.9298955,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",30
ID,JEROME,2011,10146436.682873,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",34
ID,JEROME,2012,11973050.146184001,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",38
ID,JEROME,2013,12668983.893287,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",32
ID,JEROME,2014,13359320.6415665,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",39
ID,JEROME,2015,11493663.908731999,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",20
ID,JEROME,2016,10720716.991310999,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",21
ID,JEROME,2017,9445387.192457,"CHAIN PHARMACY,HOSPITAL/CLINIC,MLP-NURSE PRACTITIONER,PRACTITIONER,RETAIL PHARMACY",31
ID,JEROME,2018,7482832.317456,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",27
ID,JEROME,2019,7706212.466262,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",26
ID,KOOTENAI,2006,102732372.6020543,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",212
ID,KOOTENAI,2007,116122693.1999061,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",229
ID,KOOTENAI,2008,112505242.10128859,"CHAIN PHARMACY,HOSPITAL/CLINIC,MLP-OPTOMETRIST,PRACTITIONER,RETAIL PHARMACY",220
ID,KOOTENAI,2009,120306854.8237865,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",216
ID,KOOTENAI,2010,137017430.412082,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",223
ID,KOOTENAI,2011,144541025.32049102,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",227
ID,KOOTENAI,2012,156674242.689109,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",254
ID,KOOTENAI,2013,164780814.2157445,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",244
ID,KOOTENAI,2014,180765235.61165398,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",235
ID,KOOTENAI,2015,202966197.86723447,"CHAIN PHARMACY,HOSPITAL/CLINIC,MLP-NURSE PRACTITIONER,PRACTITIONER,RETAIL PHARMACY",167
ID,KOOTENAI,2016,204518477.60598847,"CHAIN PHARMACY,HOSPITAL/CLINIC,MLP-NURSE PRACTITIONER,PRACTITIONER,RETAIL PHARMACY",167
ID,KOOTENAI,2017,209022265.49980998,"CHAIN PHARMACY,HOSPITAL/CLINIC,MLP-NURSE PRACTITIONER,PRACTITIONER,RETAIL PHARMACY",204
ID,KOOTENAI,2018,212983817.93788847,"CHAIN PHARMACY,HOSPITAL/CLINIC,MLP-NURSE PRACTITIONER,PRACTITIONER,RETAIL PHARMACY",194
ID,KOOTENAI,2019,224099393.32845896,"CHAIN PHARMACY,HOSPITAL/CLINIC,MLP-NURSE PRACTITIONER,PRACTITIONER,RETAIL PHARMACY",200
ID,LATAH,2006,18217189.495463498,"ANALYTICAL LAB,CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",80
ID,LATAH,2007,21168877.546346,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",82
ID,LATAH,2008,21139853.511210497,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RESEARCHER (II-V),RETAIL PHARMACY",84
ID,LATAH,2009,23186236.937271997,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RESEARCHER (II-V),RETAIL PHARMACY",97
ID,LATAH,2010,24002664.108843997,"ANALYTICAL LAB,CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",99
ID,LATAH,2011,24445193.969802,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",88
ID,LATAH,2012,28342903.757349,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",90
ID,LATAH,2013,31328354.866304,"ANALYTICAL LAB,CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",84
ID,LATAH,2014,28976021.427823,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RESEARCHER (II-V),RETAIL PHARMACY",89
ID,LATAH,2015,26523972.694170997,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",55
ID,LATAH,2016,23671750.779548995,"CHAIN PHARMACY,HOSPITAL/CLINIC,MLP-NURSE PRACTITIONER,PRACTITIONER,RETAIL PHARMACY",48
ID,LATAH,2017,21242117.561807998,"CHAIN PHARMACY,HOSPITAL/CLINIC,MLP-NURSE PRACTITIONER,PRACTITIONER,RETAIL PHARMACY",57
ID,LATAH,2018,22762324.217359997,"CHAIN PHARMACY,HOSPITAL/CLINIC,MLP-NURSE PRACTITIONER,PRACTITIONER,RETAIL PHARMACY",65
ID,LATAH,2019,24074145.663310997,"CHAIN PHARMACY,HOSPITAL/CLINIC,MLP-NURSE PRACTITIONER,PRACTITIONER,RETAIL PHARMACY",66
ID,LEMHI,2006,6885552.274034,"HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",16
ID,LEMHI,2007,7228145.221581999,"HOSPITAL/CLINIC,MLP-NURSE PRACTITIONER,PRACTITIONER,RETAIL PHARMACY",23
ID,LEMHI,2008,6455464.717553999,"HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",20
ID,LEMHI,2009,6762927.866781999,"HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",21
ID,LEMHI,2010,7688253.982895,"HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",18
ID,LEMHI,2011,8320433.418501,"HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",20
ID,LEMHI,2012,8999503.421141,"HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",18
ID,LEMHI,2013,9479365.106818,"HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",19
ID,LEMHI,2014,8942074.978038,"HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",18
ID,LEMHI,2015,9102600.208910499,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",16
ID,LEMHI,2016,8203403.742105498,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",15
ID,LEMHI,2017,7315530.521154999,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",20
ID,LEMHI,2018,6507259.008962999,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",21
ID,LEMHI,2019,5655875.155800499,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",23
ID,LEWIS,2006,4568060.8148219995,RETAIL PHARMACY,5
ID,LEWIS,2007,5724574.039798,RETAIL PHARMACY,5
ID,LEWIS,2008,4619621.5878155,RETAIL PHARMACY,5
ID,LEWIS,2009,5901267.3520019995,RETAIL PHARMACY,5
ID,LEWIS,2010,5797621.0408964995,RETAIL PHARMACY,5
ID,LEWIS,2011,6433718.345926,"PRACTITIONER,RETAIL PHARMACY",6
ID,LEWIS,2012,7436659.752021501,"PRACTITIONER,RETAIL PHARMACY",6
ID,LEWIS,2013,6862436.3320234995,RETAIL PHARMACY,5
ID,LEWIS,2014,6724139.655706,"PRACTITIONER,RETAIL PHARMACY",6
ID,LEWIS,2015,7497370.660097999,RETAIL PHARMACY,3
ID,LEWIS,2016,6066047.400722998,RETAIL PHARMACY,3
ID,LEWIS,2017,5227935.231443999,RETAIL PHARMACY,4
ID,LEWIS,2018,4377972.474799999,RETAIL PHARMACY,4
ID,LEWIS,2019,5457825.8961,RETAIL PHARMACY,4
ID,LINCOLN,2006,1295.1195,PRACTITIONER,3
ID,LINCOLN,2007,295.1325,PRACTITIONER,2
ID,LINCOLN,2009,1353.0,PRACTITIONER,3
ID,LINCOLN,2010,292.69125,PRACTITIONER,2
ID,LINCOLN,2011,1014.22125,PRACTITIONER,3
ID,LINCOLN,2012,1127.13,PRACTITIONER,3
ID,LINCOLN,2014,225.38250000000002,PRACTITIONER,2
ID,LINCOLN,2016,45652.5421,RETAIL PHARMACY,1
ID,LINCOLN,2017,761967.1675999999,RETAIL PHARMACY,4
ID,LINCOLN,2018,646331.9767,"PRACTITIONER,RETAIL PHARMACY",5
ID,LINCOLN,2019,626918.258382,"PRACTITIONER,RETAIL PHARMACY",7
ID,MADISON,2006,11189855.603168001,"CHAIN PHARMACY,HOSPITAL/CLINIC,MLP-PHYSICIAN ASSISTANT,PRACTITIONER,RETAIL PHARMACY",55
ID,MADISON,2007,13036901.464927401,"CHAIN PHARMACY,HOSPITAL/CLINIC,MLP-PHYSICIAN ASSISTANT,PRACTITIONER,RETAIL PHARMACY",53
ID,MADISON,2008,12220199.900460001,"CHAIN PHARMACY,HOSPITAL/CLINIC,MLP-PHYSICIAN ASSISTANT,PRACTITIONER,RETAIL PHARMACY",51
ID,MADISON,2009,12378662.55474175,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",49
ID,MADISON,2010,15071358.02713175,"CHAIN PHARMACY,HOSPITAL/CLINIC,MLP-NURSE PRACTITIONER,PRACTITIONER,RETAIL PHARMACY",53
ID,MADISON,2011,13848793.145428749,"CHAIN PHARMACY,HOSPITAL/CLINIC,MLP-NURSE PRACTITIONER,MLP-PHYSICIAN ASSISTANT,PRACTITIONER,RETAIL PHARMACY",61
ID,MADISON,2012,13633911.5841615,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",48
ID,MADISON,2013,13748044.040594,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",54
ID,MADISON,2014,14723733.15636,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",56
ID,MADISON,2015,12611488.586865997,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",33
ID,MADISON,2016,12527606.026892498,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",29
ID,MADISON,2017,11862443.860673498,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",38
ID,MADISON,2018,10716950.654654998,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",35
ID,MADISON,2019,10195550.850641,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",39
ID,MINIDOKA,2006,3831719.775317,"HOSPITAL/CLINIC,RETAIL PHARMACY",10
ID,MINIDOKA,2007,3848665.85071,"HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",12
ID,MINIDOKA,2008,3781595.654774,"HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",13
ID,MINIDOKA,2009,4608933.874954,"HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",13
ID,MINIDOKA,2010,5707126.927394,"HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",14
ID,MINIDOKA,2011,6533798.535264,"HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",13
ID,MINIDOKA,2012,7504363.342569,"HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",14
ID,MINIDOKA,2013,7168978.364604,"HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",15
ID,MINIDOKA,2014,7489067.223126,"HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",15
ID,MINIDOKA,2015,7604263.186463,"HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",9
ID,MINIDOKA,2016,6458732.612875,"HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",9
ID,MINIDOKA,2017,6405570.094504,"HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",10
ID,MINIDOKA,2018,5956322.869686999,"HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",12
ID,MINIDOKA,2019,6149847.152326,"HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",14
ID,NEZ PERCE,2006,54629231.392845005,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,PRACTITIONER-DW/275,RETAIL PHARMACY",135
ID,NEZ PERCE,2007,54994135.523835495,"CHAIN PHARMACY,HOSPITAL/CLINIC,MLP-NURSE PRACTITIONER-DW/30,PRACTITIONER,PRACTITIONER-DW/275,RETAIL PHARMACY",134
ID,NEZ PERCE,2008,59344031.01170195,"CHAIN PHARMACY,HOSPITAL/CLINIC,MLP-NURSE PRACTITIONER,MLP-NURSE PRACTITIONER-DW/30,PRACTITIONER,PRACTITIONER-DW/275,RETAIL PHARMACY",123
ID,NEZ PERCE,2009,66602018.5603995,"CHAIN PHARMACY,HOSPITAL/CLINIC,MLP-NURSE PRACTITIONER-DW/30,PRACTITIONER,RETAIL PHARMACY",113
ID,NEZ PERCE,2010,65294876.187681,"CHAIN PHARMACY,HOSPITAL/CLINIC,MLP-NURSE PRACTITIONER-DW/30,PRACTITIONER,PRACTITIONER-DW/275,RETAIL PHARMACY",116
ID,NEZ PERCE,2011,67216850.2830025,"CHAIN PHARMACY,HOSPITAL/CLINIC,MLP-NURSE PRACTITIONER-DW/30,PRACTITIONER,RETAIL PHARMACY",111
ID,NEZ PERCE,2012,66550698.8872685,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",106
ID,NEZ PERCE,2013,74045925.95641199,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,PRACTITIONER-DW/275,RETAIL PHARMACY",124
ID,NEZ PERCE,2014,75911609.85824999,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,PRACTITIONER-DW/275,RETAIL PHARMACY",117
ID,NEZ PERCE,2015,78354104.85771699,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",78
ID,NEZ PERCE,2016,76499656.862199,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",71
ID,NEZ PERCE,2017,76118181.47544798,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",89
ID,NEZ PERCE,2018,84753700.81758898,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",77
ID,NEZ PERCE,2019,85409883.89123398,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",78
ID,ONEIDA,2006,4195241.6070905,"HOSPITAL/CLINIC,RETAIL PHARMACY",10
ID,ONEIDA,2007,3327952.97984,"HOSPITAL/CLINIC,RETAIL PHARMACY",10
ID,ONEIDA,2008,2629678.867174,"HOSPITAL/CLINIC,RETAIL PHARMACY",10
ID,ONEIDA,2009,2842206.135152,"HOSPITAL/CLINIC,RETAIL PHARMACY",10
ID,ONEIDA,2010,3525342.867292,"HOSPITAL/CLINIC,RETAIL PHARMACY",10
ID,ONEIDA,2011,2974319.980603,"HOSPITAL/CLINIC,RETAIL PHARMACY",10
ID,ONEIDA,2012,3586027.0177805,"HOSPITAL/CLINIC,RETAIL PHARMACY",10
ID,ONEIDA,2013,4154026.526849,"HOSPITAL/CLINIC,RETAIL PHARMACY",10
ID,ONEIDA,2014,4531685.61587,"HOSPITAL/CLINIC,RETAIL PHARMACY",10
ID,ONEIDA,2015,4402606.0862529995,"HOSPITAL/CLINIC,RETAIL PHARMACY",6
ID,ONEIDA,2016,4245070.3658374995,"HOSPITAL/CLINIC,RETAIL PHARMACY",6
ID,ONEIDA,2017,4096301.011822,"HOSPITAL/CLINIC,RETAIL PHARMACY",8
ID,ONEIDA,2018,3994001.1461549997,"HOSPITAL/CLINIC,RETAIL PHARMACY",8
ID,ONEIDA,2019,4891964.1183434995,"HOSPITAL/CLINIC,RETAIL PHARMACY",8
ID,OWYHEE,2006,716645.927063,"PRACTITIONER,RETAIL PHARMACY",9
ID,OWYHEE,2007,1301597.770005,"PRACTITIONER,RETAIL PHARMACY",14
ID,OWYHEE,2008,2029428.7680664998,"PRACTITIONER,RETAIL PHARMACY",16
ID,OWYHEE,2009,2491828.5809279997,"PRACTITIONER,RETAIL PHARMACY",16
ID,OWYHEE,2010,2590906.281631,"PRACTITIONER,RETAIL PHARMACY",17
ID,OWYHEE,2011,2375608.1308669997,"PRACTITIONER,RETAIL PHARMACY",16
ID,OWYHEE,2012,2559258.2759149997,"PRACTITIONER,RETAIL PHARMACY",11
ID,OWYHEE,2013,2488084.796939,RETAIL PHARMACY,10
ID,OWYHEE,2014,2848750.608959,RETAIL PHARMACY,10
ID,OWYHEE,2015,3287196.8786,RETAIL PHARMACY,6
ID,OWYHEE,2016,3251764.0145949996,"CHAIN PHARMACY,PRACTITIONER,RETAIL PHARMACY",10
ID,OWYHEE,2017,3649750.5635169996,"CHAIN PHARMACY,PRACTITIONER,RETAIL PHARMACY",11
ID,OWYHEE,2018,3327121.1386784995,"CHAIN PHARMACY,PRACTITIONER,RETAIL PHARMACY",10
ID,OWYHEE,2019,3638403.9099,"CHAIN PHARMACY,PRACTITIONER,RETAIL PHARMACY",9
ID,PAYETTE,2006,9421058.823298499,"CHAIN PHARMACY,MLP-PHYSICIAN ASSISTANT,PRACTITIONER,RETAIL PHARMACY",28
ID,PAYETTE,2007,8786078.761900749,"CHAIN PHARMACY,PRACTITIONER,RETAIL PHARMACY",34
ID,PAYETTE,2008,8987310.900031,"CHAIN PHARMACY,PRACTITIONER,RETAIL PHARMACY",31
ID,PAYETTE,2009,10948868.879285,"CHAIN PHARMACY,PRACTITIONER,RETAIL PHARMACY",31
ID,PAYETTE,2010,11835407.4094445,"CHAIN PHARMACY,PRACTITIONER,RETAIL PHARMACY",25
ID,PAYETTE,2011,10032109.349422,"CHAIN PHARMACY,MLP-NURSE PRACTITIONER,PRACTITIONER,RETAIL PHARMACY",31
ID,PAYETTE,2012,10316362.606396,"CHAIN PHARMACY,MLP-NURSE PRACTITIONER,PRACTITIONER,RETAIL PHARMACY",32
ID,PAYETTE,2013,11412576.254536,"CHAIN PHARMACY,PRACTITIONER,RETAIL PHARMACY",38
ID,PAYETTE,2014,10545054.324865,"CHAIN PHARMACY,PRACTITIONER,RETAIL PHARMACY",42
ID,PAYETTE,2015,13865334.368412998,"CHAIN PHARMACY,MLP-NURSE PRACTITIONER,PRACTITIONER,RETAIL PHARMACY",23
ID,PAYETTE,2016,15725841.698039997,"CHAIN PHARMACY,PRACTITIONER,RETAIL PHARMACY",20
ID,PAYETTE,2017,17142611.307867996,"CHAIN PHARMACY,PRACTITIONER,RETAIL PHARMACY",27
ID,PAYETTE,2018,19687836.705771998,"CHAIN PHARMACY,PRACTITIONER,RETAIL PHARMACY",25
ID,PAYETTE,2019,22517666.064257998,"CHAIN PHARMACY,PRACTITIONER,RETAIL PHARMACY",25
ID,POWER,2006,2171525.849969,"HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",12
ID,POWER,2007,2324902.697071,"HOSPITAL/CLINIC,RETAIL PHARMACY",10
ID,POWER,2008,2459569.1181119997,"HOSPITAL/CLINIC,RETAIL PHARMACY",10
ID,POWER,2009,2828433.366413,"HOSPITAL/CLINIC,RETAIL PHARMACY",10
ID,POWER,2010,3178111.729484,"HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",11
ID,POWER,2011,4076808.4532005,"HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",12
ID,POWER,2012,4909756.739538,"HOSPITAL/CLINIC,RETAIL PHARMACY",10
ID,POWER,2013,4480649.873838,"HOSPITAL/CLINIC,RETAIL PHARMACY",10
ID,POWER,2014,4144719.170292,"HOSPITAL/CLINIC,RETAIL PHARMACY",10
ID,POWER,2015,3910259.7713839994,"HOSPITAL/CLINIC,RETAIL PHARMACY",6
ID,POWER,2016,3814517.0653729993,"HOSPITAL/CLINIC,RETAIL PHARMACY",6
ID,POWER,2017,3730256.2477919995,"HOSPITAL/CLINIC,RETAIL PHARMACY",8
ID,POWER,2018,4041697.5813249997,"HOSPITAL/CLINIC,RETAIL PHARMACY",8
ID,POWER,2019,3854323.60305,"HOSPITAL/CLINIC,RETAIL PHARMACY",8
ID,SHOSHONE,2006,15180209.089751001,"HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",37
ID,SHOSHONE,2007,16796439.49909,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",42
ID,SHOSHONE,2008,18245287.139101498,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",39
ID,SHOSHONE,2009,18883403.69134,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",39
ID,SHOSHONE,2010,23651903.0879915,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",39
ID,SHOSHONE,2011,25090119.1093205,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",39
ID,SHOSHONE,2012,25535740.557808,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",39
ID,SHOSHONE,2013,27854875.6030315,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",42
ID,SHOSHONE,2014,28123091.048293,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",47
ID,SHOSHONE,2015,29371378.296143997,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",32
ID,SHOSHONE,2016,27600452.610156998,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",31
ID,SHOSHONE,2017,22870934.589477997,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",39
ID,SHOSHONE,2018,20122817.563001998,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",41
ID,SHOSHONE,2019,18858855.011095,"CHAIN PHARMACY,HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",39
ID,TETON,2006,2858692.0056045,"HOSPITAL/CLINIC,PRACTITIONER,PRACTITIONER-DW/100,RETAIL PHARMACY",28
ID,TETON,2007,3974008.254046,"HOSPITAL/CLINIC,PRACTITIONER,RETAIL PHARMACY",25
ID,TETON,2008,4497454.901,"HOSPITAL/CLINIC,PRACTITIONER,PRACTITIONER-DW/100,RETAIL PHARMACY",31
ID,TETON,2009,4694288.4262729995,"HOSPITAL/CLINIC,PRACTITIONER,PRACTITIONER-DW/100,RETAIL PHARMACY",32
ID,TETON,2010,4981527.6228829995,"HOSPITAL/CLINIC,PRACTITIONER,PRACTITIONER-DW/100,RETAIL PHARMACY",32
